hpo_codes,week_description
HP:0045082,"Hello journal, this past week's been quite a journey. The congestion in my nose's still here, and my chest feels tight like someone's squeezing it. Breathing's become a real effort, and I've noticed that my fingertips are a bit swollen. The cough's relentless, and it's like my body's working hard to keep up."
HP:0010741,"Hello journal, this past week's been quite a journey. The congestion in my nose's still here, and my chest feels tight like someone's squeezing it. Breathing's become a real effort, and I've noticed that my fingertips are a bit swollen. The cough's relentless, and it's like my body's working hard to keep up."
HP:0010837,"Hello journal, this past week's been quite a journey. The congestion in my nose's still here, and my chest feels tight like someone's squeezing it. Breathing's become a real effort, and I've noticed that my fingertips are a bit swollen. The cough's relentless, and it's like my body's working hard to keep up."
HP:0008202,"Hey journal, I'm hanging in there. This week's been a bit of a struggle. The congestion in my nose's still here, and my chest feels heavy like something's weighing it down. Breathing's become shallow, and I've noticed that my skin's turned a bit bluish. I'm tired all the time, and even talking feels like a chore."
HP:0040318,"Hey journal, I'm hanging in there. This week's been a bit of a struggle. The congestion in my nose's still here, and my chest feels heavy like something's weighing it down. Breathing's become shallow, and I've noticed that my skin's turned a bit bluish. I'm tired all the time, and even talking feels like a chore."
HP:0000962,"Hey journal, I'm hanging in there. This week's been a bit of a struggle. The congestion in my nose's still here, and my chest feels heavy like something's weighing it down. Breathing's become shallow, and I've noticed that my skin's turned a bit bluish. I'm tired all the time, and even talking feels like a chore."
HP:0001958,"Hey journal, I'm hanging in there. This week's been a bit of a struggle. The congestion in my nose's still here, and my chest feels heavy like something's weighing it down. Breathing's become shallow, and I've noticed that my skin's turned a bit bluish. I'm tired all the time, and even talking feels like a chore."
HP:0012378,"Hey journal, I'm hanging in there. This week's been a bit of a struggle. The congestion in my nose's still here, and my chest feels heavy like something's weighing it down. Breathing's become shallow, and I've noticed that my skin's turned a bit bluish. I'm tired all the time, and even talking feels like a chore."
HP:0008202,"Hello again, journal. This week's been quite a ride. The congestion in my nose's still here, and my chest feels tight as ever. Breathing's become really shallow, and I'm always out of breath. I've noticed that my fingers are changing too, they look kind of rounder at the tips. It's odd."
HP:0045082,"Hello again, journal. This week's been quite a ride. The congestion in my nose's still here, and my chest feels tight as ever. Breathing's become really shallow, and I'm always out of breath. I've noticed that my fingers are changing too, they look kind of rounder at the tips. It's odd."
HP:0001958,"Hello again, journal. This week's been quite a ride. The congestion in my nose's still here, and my chest feels tight as ever. Breathing's become really shallow, and I'm always out of breath. I've noticed that my fingers are changing too, they look kind of rounder at the tips. It's odd."
HP:0100759,"Hello again, journal. This week's been quite a ride. The congestion in my nose's still here, and my chest feels tight as ever. Breathing's become really shallow, and I'm always out of breath. I've noticed that my fingers are changing too, they look kind of rounder at the tips. It's odd."
HP:0008202,"Journal, things are getting more intense. The congestion in my nose's still here, and my chest feels permanently heavy. Breathing's become a real challenge, and I'm always feeling winded. My lips have turned bluish too, and it's like my body's slowly losing the battle."
HP:0045082,"Journal, things are getting more intense. The congestion in my nose's still here, and my chest feels permanently heavy. Breathing's become a real challenge, and I'm always feeling winded. My lips have turned bluish too, and it's like my body's slowly losing the battle."
HP:0000962,"Journal, things are getting more intense. The congestion in my nose's still here, and my chest feels permanently heavy. Breathing's become a real challenge, and I'm always feeling winded. My lips have turned bluish too, and it's like my body's slowly losing the battle."
HP:0008202,"Hey journal, I've made it through these 12 weeks, but things have gotten even tougher. The congestion in my nose's still hanging around, and my chest feels heavy all the time. Breathing's become a real struggle, and I'm constantly feeling out of breath. My lips have turned even bluer, and it's like my body's fighting hard to get the oxygen it needs."
